"nim","nama","prodi","kabupaten","provinsi","penghasilan_ayah","Prestasi yang pernah saudara/i raih ?","Apa yang membuat saudara/ i tertarik kuliah di Universitas Nurul Jadid ?","Siapa yang memotivasi saudara/ i hingga akhirnya memilih kuliah di Universitas Nurul Jadid ?","prestasi_terkini"
"2151570416","mahasiswa 416","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2151670417","mahasiswa 417","TE","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2151770418","mahasiswa 418","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2151870419","mahasiswa 419","TE","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Ada saudara/ teman yang kuliah di UNUJA","Teman sekolah","1"
"2151970420","mahasiswa 420","TE","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Biaya terjangkau","Kesadaran diri sendiri","1"
"2152070421","mahasiswa 421","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2152170422","mahasiswa 422","TE","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2152270423","mahasiswa 423","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2152370424","mahasiswa 424","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2152470425","mahasiswa 425","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2152570426","mahasiswa 426","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Dipaksa orang tua","Orang tua/ kerabat","0"
"2152670427","mahasiswa 427","TE","KAB. PROBOLINGGO","Jawa Timur","","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2152770428","mahasiswa 428","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Fasilitas bagus","Kesadaran diri sendiri","0"
"2152870429","mahasiswa 429","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2152970430","mahasiswa 430","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2153070431","mahasiswa 431","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Orang tua/ kerabat","0"
"2153170432","mahasiswa 432","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2153270433","mahasiswa 433","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Biaya terjangkau","Orang tua/ kerabat","0"
"2153370434","mahasiswa 434","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Orang tua/ kerabat","0"
"2153470435","mahasiswa 435","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","0"
"2153570436","mahasiswa 436","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Fasilitas bagus","Kesadaran diri sendiri","1"
"2153670437","mahasiswa 437","TE","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Ada saudara/ teman yang kuliah di UNUJA","Kesadaran diri sendiri","1"
"2153770438","mahasiswa 438","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Fasilitas bagus","Orang tua/ kerabat","0"
"2153870439","mahasiswa 439","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Kesadaran diri sendiri","0"
"2153970440","mahasiswa 440","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2154070441","mahasiswa 441","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2154170442","mahasiswa 442","TE","KAB. PROBOLINGGO","Jawa Timur","","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2154270443","mahasiswa 443","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2154370444","mahasiswa 444","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 5.000.000 s/d Rp. 20.000.000","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2154470445","mahasiswa 445","TE","KAB. SITUBONDO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2154570446","mahasiswa 446","TE","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2154670447","mahasiswa 447","TE","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2154770448","mahasiswa 448","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Fasilitas bagus","Orang tua/ kerabat","0"
"2154870449","mahasiswa 449","TE","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","1"
"2154970450","mahasiswa 450","TE","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","0"
"2155070451","mahasiswa 451","TE","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","0"
"2155170452","mahasiswa 452","TE","KAB. LUMAJANG","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2155270453","mahasiswa 453","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 5.000.000 s/d Rp. 20.000.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2155370454","mahasiswa 454","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2155470455","mahasiswa 455","TE","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2155570456","mahasiswa 456","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Lainnya","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2155670457","mahasiswa 457","TE","","","","Juara di sekolah","Biaya terjangkau","Kesadaran diri sendiri","1"
"2155770458","mahasiswa 458","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2155870459","mahasiswa 459","TE","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2155970460","mahasiswa 460","TE","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Biaya terjangkau","Orang tua/ kerabat","0"
"2156070461","mahasiswa 461","TE","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Fasilitas bagus","Kesadaran diri sendiri","0"
"2156170462","mahasiswa 462","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2156270463","mahasiswa 463","TE","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2156370464","mahasiswa 464","TE","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2156470465","mahasiswa 465","TE","KAB. BONDOWOSO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2156570466","mahasiswa 466","TE","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2156670467","mahasiswa 467","TE","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2156770468","mahasiswa 468","TE","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2156870469","mahasiswa 469","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2156970470","mahasiswa 470","TE","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Kesadaran diri sendiri","0"
"2157070471","mahasiswa 471","TE","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2157170472","mahasiswa 472","TE","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2157270473","mahasiswa 473","TE","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2157370474","mahasiswa 474","TE","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Lainnya","Lainnya","Kesadaran diri sendiri","0"
"2157470475","mahasiswa 475","TE","KAB. BANYUWANGI","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Fasilitas bagus","Orang tua/ kerabat","1"
"2157570476","mahasiswa 476","TE","KAB. JEPARA","Jawa Tengah","Kurang dari Rp. 500.000","Juara di luar sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2157670477","mahasiswa 477","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Lainnya","Kesadaran diri sendiri","1"
"2157770478","mahasiswa 478","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2157870479","mahasiswa 479","IF","KAB. BADUNG","Bali","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Fasilitas bagus","Kesadaran diri sendiri","1"
"2157970480","mahasiswa 480","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","1"
"2158070481","mahasiswa 481","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Fasilitas bagus","Orang tua/ kerabat","1"
"2158170482","mahasiswa 482","IF","KAB. SITUBONDO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2158270483","mahasiswa 483","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Tidak diterima di kampus lain","Kesadaran diri sendiri","0"
"2158370484","mahasiswa 484","IF","KAB. SITUBONDO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2158470485","mahasiswa 485","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Fasilitas bagus","Kesadaran diri sendiri","0"
"2158570486","mahasiswa 486","IF","KAB. SITUBONDO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2158670487","mahasiswa 487","IF","KAB. JEMBRANA","Bali","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2158770488","mahasiswa 488","IF","KAB. SUMENEP","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2158870489","mahasiswa 489","IF","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2158970490","mahasiswa 490","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Orang tua/ kerabat","0"
"2159070491","mahasiswa 491","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2159170492","mahasiswa 492","IF","KAB. LUMAJANG","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2159270493","mahasiswa 493","IF","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Fasilitas bagus","Orang tua/ kerabat","0"
"2159370494","mahasiswa 494","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2159470495","mahasiswa 495","IF","KAB. LUMAJANG","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2159570496","mahasiswa 496","IF","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Biaya terjangkau","Kesadaran diri sendiri","0"
"2159670497","mahasiswa 497","IF","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Fasilitas bagus","Kesadaran diri sendiri","0"
"2159770498","mahasiswa 498","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2159870499","mahasiswa 499","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2159970500","mahasiswa 500","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Orang tua/ kerabat","0"
"2160070501","mahasiswa 501","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2160170502","mahasiswa 502","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Fasilitas bagus","Kesadaran diri sendiri","1"
"2160270503","mahasiswa 503","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2160370504","mahasiswa 504","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2160470505","mahasiswa 505","IF","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2160570506","mahasiswa 506","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Fasilitas bagus","Orang tua/ kerabat","0"
"2160670507","mahasiswa 507","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Orang tua/ kerabat","0"
"2160770508","mahasiswa 508","IF","KAB. SITUBONDO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2160870509","mahasiswa 509","IF","KAB. SUMENEP","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2160970510","mahasiswa 510","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2161070511","mahasiswa 511","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Guru di sekolah","0"
"2161170512","mahasiswa 512","IF","KAB. BONDOWOSO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2161270513","mahasiswa 513","IF","KAB. BONDOWOSO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Biaya terjangkau","Kesadaran diri sendiri","1"
"2161370514","mahasiswa 514","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2161470515","mahasiswa 515","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","1"
"2161570516","mahasiswa 516","IF","KAB. SUMBA BARAT DAYA","Nusa Tenggara Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Fasilitas bagus","Kesadaran diri sendiri","1"
"2161670517","mahasiswa 517","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2161770518","mahasiswa 518","IF","KAB. SUMENEP","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2161870519","mahasiswa 519","IF","KAB. JEMBER","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2161970520","mahasiswa 520","IF","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2162070521","mahasiswa 521","IF","KAB. TABANAN","Bali","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2162170522","mahasiswa 522","IF","KAB. BONDOWOSO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2162270523","mahasiswa 523","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Biaya terjangkau","Kesadaran diri sendiri","1"
"2162370524","mahasiswa 524","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2162470525","mahasiswa 525","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2162570526","mahasiswa 526","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2162670527","mahasiswa 527","IF","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Teman sekolah","1"
"2162770528","mahasiswa 528","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2162870529","mahasiswa 529","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Lainnya","Kesadaran diri sendiri","0"
"2162970530","mahasiswa 530","IF","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2163070531","mahasiswa 531","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2163170532","mahasiswa 532","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Fasilitas bagus","Orang tua/ kerabat","0"
"2163270533","mahasiswa 533","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2163370534","mahasiswa 534","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2163470535","mahasiswa 535","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Orang tua/ kerabat","0"
"2163570536","mahasiswa 536","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Fasilitas bagus","Guru di sekolah","1"
"2163670537","mahasiswa 537","IF","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2163770538","mahasiswa 538","IF","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","0"
"2163870539","mahasiswa 539","IF","KAB. PASURUAN","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2163970540","mahasiswa 540","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Orang tua/ kerabat","0"
"2164070541","mahasiswa 541","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","1"
"2164170542","mahasiswa 542","IF","KAB. LUMAJANG","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2164270543","mahasiswa 543","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2164370544","mahasiswa 544","IF","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Fasilitas bagus","Kesadaran diri sendiri","0"
"2164470545","mahasiswa 545","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2164570546","mahasiswa 546","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2164670547","mahasiswa 547","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2164770548","mahasiswa 548","IF","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2164870549","mahasiswa 549","IF","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2164970550","mahasiswa 550","IF","KAB. PROBOLINGGO","Jawa Timur","Lebih dari Rp. 20.000.000","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2165070551","mahasiswa 551","IF","KOTA SURABAYA","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2165170552","mahasiswa 552","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2165270553","mahasiswa 553","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","0"
"2165370554","mahasiswa 554","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Fasilitas bagus","Orang tua/ kerabat","1"
